date,precipitation
2023-06-25,5.898
2023-06-26,0.0
2023-06-27,11.729
2023-06-28,0.0
2023-06-29,6.849
2023-06-30,9.289
2023-07-01,5.13
2023-07-02,0.0
2023-07-03,0.0
2023-07-04,5.13
2023-07-05,2.221
2023-07-06,0.0
2023-07-07,0.0
2023-07-08,14.368
2023-07-09,0.0
2023-07-10,10.499
2023-07-11,3.355
2023-07-12,0.0
2023-07-13,22.924
2023-07-14,0.0
2023-07-15,0.0
2023-07-16,10.121
2023-07-17,5.06
2023-07-18,0.0
2023-07-19,15.181
2023-07-20,0.0
2023-07-21,0.0
2023-07-22,8.775
2023-07-23,0.0
2023-07-24,2.067
2023-07-25,8.775
2023-07-26,0.0
2023-07-27,0.0
2023-07-28,14.585
2023-07-29,0.0
2023-07-30,4.862
2023-07-31,0.0
2023-08-01,0.0
2023-08-02,71.304
2023-08-03,0.0
2023-08-04,0.0
2023-08-05,0.0
2023-08-06,9.786
2023-08-07,0.0
2023-08-08,0.0
2023-08-09,0.0
2023-08-10,39.143
2023-08-11,0.0
2023-08-12,0.0
2023-08-13,38.172
2023-08-14,5.026
2023-08-15,0.0
2023-08-16,0.0
2023-08-17,0.0
2023-08-18,14.781
2023-08-19,20.645
2023-08-20,0.0
2023-08-21,9.276
2023-08-22,32.094
2023-08-23,9.276
2023-08-24,0.0
2023-08-25,0.0
2023-08-26,7.976
2023-08-27,31.903
2023-08-28,11.621
2023-08-29,19.597
2023-08-30,0.0
2023-08-31,15.952
2023-09-01,0.0
2023-09-02,22.941
2023-09-03,0.0
2023-09-04,0.0
2023-09-05,11.47
2023-09-06,8.059
2023-09-07,12.048
2023-09-08,0.0
2023-09-09,12.128
2023-09-10,16.117
2023-09-11,0.0
2023-09-12,0.0
2023-09-13,24.34
2023-09-14,6.391
2023-09-15,6.391
2023-09-16,0.0
2023-09-17,23.88
2023-09-18,0.0
2023-09-19,0.0
2023-09-20,0.0
2023-09-21,0.0
2023-09-22,10.817
2023-09-23,0.0
2023-09-24,10.817
2023-09-25,0.0
2023-09-26,10.558
2023-09-27,0.0
2023-09-28,21.117
2023-09-29,0.0
2023-09-30,4.51
2023-10-01,0.0
2023-10-02,4.147
2023-10-03,8.294
2023-10-04,0.0
2023-10-05,0.0
2023-10-06,0.0
2023-10-07,8.655
2023-10-08,0.0
2023-10-09,0.0
2023-10-10,3.515
2023-10-11,10.852
2023-10-12,0.0
2023-10-13,0.0
2023-10-14,0.0
2023-10-15,0.0
2023-10-16,0.0
2023-10-17,0.0
2023-10-18,3.857
2023-10-19,0.0
2023-10-20,7.713
2023-10-21,5.908
2023-10-22,0.0
2023-10-23,0.0
2023-10-24,0.0
2023-10-25,0.0
2023-10-26,0.0
2023-10-27,0.0
2023-10-28,4.496
2023-10-29,8.991
2023-10-30,0.0
2023-10-31,0.0
2023-11-01,0.832
2023-11-02,0.0
2023-11-03,0.0
2023-11-04,0.0
2023-11-05,0.0
2023-11-06,0.0
2023-11-07,0.0
2023-11-08,0.0
2023-11-09,0.0
2023-11-10,0.0
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,0.0
2023-11-14,0.0
2023-11-15,0.0
2023-11-16,0.0
2023-11-17,0.0
2023-11-18,0.0
2023-11-19,0.0
2023-11-20,0.0
2023-11-21,0.0
2023-11-22,0.0
2023-11-23,0.0
2023-11-24,0.0
2023-11-25,0.0
2023-11-26,0.0
2023-11-27,0.0
2023-11-28,0.0
2023-11-29,0.0
2023-11-30,0.0
2023-12-01,0.0
2023-12-02,0.0
2023-12-03,0.0
2023-12-04,0.0
2023-12-05,0.0
2023-12-06,0.0
2023-12-07,0.0
2023-12-08,0.0
2023-12-09,0.0
2023-12-10,0.0
2023-12-11,0.0
2023-12-12,0.0
2023-12-13,0.0
2023-12-14,0.0
2023-12-15,0.0
2023-12-16,0.0
2023-12-17,0.012
2023-12-18,0.018
2023-12-19,0.0
2023-12-20,0.0
2023-12-21,0.0
2023-12-22,0.0
2023-12-23,0.0
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,0.0
2023-12-29,0.0
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.0
2024-01-02,0.0
2024-01-03,0.0
2024-01-04,0.0
2024-01-05,0.007
2024-01-06,0.0
2024-01-07,0.0
2024-01-08,0.0
2024-01-09,0.0
2024-01-10,0.0
2024-01-11,0.0
2024-01-12,0.0
2024-01-13,0.0
2024-01-14,0.0
2024-01-15,0.0
2024-01-16,0.0
2024-01-17,0.0
2024-01-18,0.0
2024-01-19,0.0
2024-01-20,0.0
2024-01-21,0.0
2024-01-22,0.0
2024-01-23,0.0
2024-01-24,0.0
2024-01-25,0.0
2024-01-26,0.0
2024-01-27,0.0
2024-01-28,0.0
2024-01-29,0.0
2024-01-30,0.0
2024-01-31,0.0
2024-02-01,0.0
2024-02-02,0.0
2024-02-03,0.0
2024-02-04,0.0
2024-02-05,0.0
2024-02-06,0.0
2024-02-07,0.0
2024-02-08,0.0
2024-02-09,0.0
2024-02-10,0.0
2024-02-11,0.0
2024-02-12,0.0
2024-02-13,0.0
2024-02-14,0.0
2024-02-15,0.0
2024-02-16,0.0
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,0.0
2024-02-20,0.0
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,0.0
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,0.0
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,0.0
2024-03-01,0.0
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,0.0
2024-03-05,0.0
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,0.0
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,0.0
2024-03-12,0.0
2024-03-13,0.0
2024-03-14,0.0
2024-03-15,0.0
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,0.0
2024-03-19,0.0
2024-03-20,0.0
2024-03-21,0.0
2024-03-22,0.957
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,0.0
2024-03-26,0.0
2024-03-27,0.0
2024-03-28,0.0
2024-03-29,0.0
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,0.0
2024-04-02,0.0
2024-04-03,0.0
2024-04-04,0.0
2024-04-05,0.0
2024-04-06,0.0
2024-04-07,2.597
2024-04-08,0.0
2024-04-09,0.0
2024-04-10,0.674
2024-04-11,0.016
2024-04-12,0.719
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,0.0
2024-04-16,0.0
2024-04-17,0.0
2024-04-18,0.0
2024-04-19,0.0
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,0.0
2024-04-23,0.0
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-27,0.0
2024-04-28,16.812
2024-04-29,0.0
2024-04-30,0.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-04,0.0
2024-05-05,0.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,0.0
2024-05-10,0.0
2024-05-11,0.0
2024-05-12,7.181
2024-05-13,0.0
2024-05-14,0.0
2024-05-15,17.17
2024-05-16,0.976
2024-05-17,1.196
2024-05-18,2.528
2024-05-19,2.958
2024-05-20,0.0
2024-05-21,0.0
2024-05-22,15.828
2024-05-23,0.0
2024-05-24,0.0
2024-05-25,0.0
2024-05-26,3.411
2024-05-27,0.0
2024-05-28,0.0
2024-05-29,6.822
2024-05-30,0.0
2024-05-31,0.0
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,0.0
2024-06-04,0.0
2024-06-05,2.287
2024-06-06,0.0
2024-06-07,6.895
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,10.342
2024-06-11,0.0
2024-06-12,0.0
2024-06-13,0.007
2024-06-14,0.626
2024-06-15,18.833
2024-06-16,0.0
2024-06-17,4.308
2024-06-18,4.308
2024-06-19,8.617
2024-06-20,4.308
2024-06-21,2.549
2024-06-22,5.098
2024-06-23,0.0
2024-06-24,5.098
2024-06-25,5.098
2024-06-26,0.0
2024-06-27,8.475
2024-06-28,4.238
2024-06-29,0.0
2024-06-30,6.356
2024-07-01,3.415
2024-07-02,0.0
2024-07-03,0.0
2024-07-04,6.83
2024-07-05,0.0
2024-07-06,4.986
2024-07-07,33.225
2024-07-08,0.0
2024-07-09,22.15
2024-07-10,11.075
2024-07-11,0.0
2024-07-12,24.486
2024-07-13,0.0
2024-07-14,0.0
2024-07-15,12.049
2024-07-16,6.803
2024-07-17,0.0
2024-07-18,27.213
2024-07-19,0.0
2024-07-20,13.606
2024-07-21,0.0
2024-07-22,29.215
2024-07-23,0.0
2024-07-24,40.576
2024-07-25,0.0
2024-07-26,50.823
2024-07-27,0.0
2024-07-28,16.941
2024-07-29,41.64
2024-07-30,16.941
2024-07-31,0.0
2024-08-01,11.043
2024-08-02,2.763
2024-08-03,5.521
2024-08-04,2.758
2024-08-05,0.0
2024-08-06,9.178
2024-08-07,36.712
2024-08-08,22.555
2024-08-09,18.356
2024-08-10,9.178
2024-08-11,0.0
2024-08-12,19.171
2024-08-13,66.208
2024-08-14,0.0
2024-08-15,0.0
2024-08-16,0.0
2024-08-17,54.288
2024-08-18,0.0
2024-08-19,0.0
2024-08-20,36.509
2024-08-21,10.486
2024-08-22,0.207
2024-08-23,1.38
2024-08-24,47.946
2024-08-25,8.333
2024-08-26,0.018
2024-08-27,4.362
2024-08-28,25.985
2024-08-29,7.744
2024-08-30,14.208
2024-08-31,19.072
2024-09-01,7.249
2024-09-02,0.0
2024-09-03,0.0
2024-09-04,15.147
2024-09-05,0.0
2024-09-06,0.0
2024-09-07,0.0
2024-09-08,11.19
2024-09-09,4.603
2024-09-10,4.603
2024-09-11,21.172
2024-09-12,8.084
2024-09-13,1.804
2024-09-14,4.743
2024-09-15,6.714
2024-09-16,7.714
2024-09-17,0.0
2024-09-18,0.0
2024-09-19,15.428
2024-09-20,0.0
2024-09-21,6.561
2024-09-22,0.0
2024-09-23,18.316
2024-09-24,18.316
2024-09-25,0.0
2024-09-26,10.586
2024-09-27,15.879
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,5.293
2024-10-01,0.0
2024-10-02,8.359
2024-10-03,1.453
2024-10-04,2.178
2024-10-05,10.423
2024-10-06,7.034
2024-10-07,35.169
2024-10-08,14.068
2024-10-09,0.0
2024-10-10,0.0
2024-10-11,0.0
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,13.529
2024-10-15,0.0
2024-10-16,0.0
2024-10-17,8.783
2024-10-18,0.0
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,0.0
2024-10-22,0.0
2024-10-23,7.857
2024-10-24,0.0
2024-10-25,0.0
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,0.0
2024-10-29,0.0
2024-10-30,0.0
2024-10-31,0.0
2024-11-01,0.0
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,0.0
2024-11-05,0.0
2024-11-06,0.0
2024-11-07,0.0
2024-11-08,0.0
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,0.0
2024-11-12,0.0
2024-11-13,0.0
2024-11-14,0.0
2024-11-15,0.0
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,0.0
2024-11-19,0.0
2024-11-20,0.0
2024-11-21,0.0
2024-11-22,0.0
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,0.0
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,0.0
2024-12-03,0.0
2024-12-04,0.0
2024-12-05,0.0
2024-12-06,0.0
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,0.052
2024-12-10,0.076
2024-12-11,0.0
2024-12-12,0.0
2024-12-13,0.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,0.0
2024-12-17,0.0
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.0
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,0.0
2024-12-31,0.0
